Java HotSpot(TM) 64-Bit Server VM (25.261-b12) for windows-amd64 JRE (1.8.0_261-b12), built on Jun 18 2020 06:56:32 by "" with unknown MS VC++:1916
Memory: 4k page, physical 16659684k(9509300k free), swap 23213284k(9280100k free)
CommandLine flags: -XX:InitialHeapSize=2147483648 -XX:MaxHeapSize=2147483648 -XX:MaxNewSize=697933824 -XX:MaxTenuringThreshold=6 -XX:NewSize=697933824 -XX:OldPLABSize=16 -XX:OldSize=1395867648 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseConcMarkSweepGC -XX:-UseLargePagesIndividualAllocation -XX:+UseParNewGC 
2020-09-29T18:31:19.254+0200: 0.279: [GC (Allocation Failure) 2020-09-29T18:31:19.254+0200: 0.279: [ParNew: 545344K->39977K(613440K), 0.0348668 secs] 545344K->39977K(2029056K), 0.0349941 secs] [Times: user=0.22 sys=0.03, real=0.04 secs] 
2020-09-29T18:32:05.430+0200: 46.456: [GC (Allocation Failure) 2020-09-29T18:32:05.431+0200: 46.456: [ParNew: 584178K->52592K(613440K), 0.0314497 secs] 602012K->70427K(2029056K), 0.0315592 secs] [Times: user=0.24 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:05.517+0200: 46.542: [GC (Allocation Failure) 2020-09-29T18:32:05.517+0200: 46.542: [ParNew: 597936K->66479K(613440K), 0.0374307 secs] 615771K->84313K(2029056K), 0.0375086 secs] [Times: user=0.38 sys=0.00, real=0.04 secs] 
2020-09-29T18:32:05.608+0200: 46.633: [GC (Allocation Failure) 2020-09-29T18:32:05.608+0200: 46.633: [ParNew: 611823K->54098K(613440K), 0.0301212 secs] 629657K->71932K(2029056K), 0.0301974 secs] [Times: user=0.23 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:05.687+0200: 46.712: [GC (Allocation Failure) 2020-09-29T18:32:05.687+0200: 46.712: [ParNew: 599442K->44337K(613440K), 0.0274947 secs] 617276K->62171K(2029056K), 0.0275807 secs] [Times: user=0.23 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:05.771+0200: 46.796: [GC (Allocation Failure) 2020-09-29T18:32:05.771+0200: 46.796: [ParNew: 589681K->38247K(613440K), 0.0261656 secs] 607515K->56081K(2029056K), 0.0262399 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:05.858+0200: 46.883: [GC (Allocation Failure) 2020-09-29T18:32:05.858+0200: 46.883: [ParNew: 583591K->34904K(613440K), 0.0255830 secs] 601425K->52738K(2029056K), 0.0256624 secs] [Times: user=0.23 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:05.949+0200: 46.974: [GC (Allocation Failure) 2020-09-29T18:32:05.949+0200: 46.974: [ParNew: 580248K->35154K(613440K), 0.0222677 secs] 598082K->52988K(2029056K), 0.0223882 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:06.033+0200: 47.058: [GC (Allocation Failure) 2020-09-29T18:32:06.033+0200: 47.058: [ParNew: 580498K->54647K(613440K), 0.0294268 secs] 598332K->72481K(2029056K), 0.0295155 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:06.114+0200: 47.139: [GC (Allocation Failure) 2020-09-29T18:32:06.114+0200: 47.139: [ParNew: 599991K->40924K(613440K), 0.0292219 secs] 617825K->58758K(2029056K), 0.0292984 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:06.204+0200: 47.229: [GC (Allocation Failure) 2020-09-29T18:32:06.204+0200: 47.229: [ParNew: 586268K->38503K(613440K), 0.0269101 secs] 604102K->56337K(2029056K), 0.0269846 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:06.297+0200: 47.323: [GC (Allocation Failure) 2020-09-29T18:32:06.297+0200: 47.323: [ParNew: 583847K->62914K(613440K), 0.0366054 secs] 601681K->80748K(2029056K), 0.0366908 secs] [Times: user=0.36 sys=0.00, real=0.04 secs] 
2020-09-29T18:32:06.388+0200: 47.413: [GC (Allocation Failure) 2020-09-29T18:32:06.388+0200: 47.413: [ParNew: 608258K->59523K(613440K), 0.0342540 secs] 626092K->77357K(2029056K), 0.0343417 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:06.477+0200: 47.502: [GC (Allocation Failure) 2020-09-29T18:32:06.477+0200: 47.502: [ParNew: 604867K->54016K(613440K), 0.0333702 secs] 622701K->71850K(2029056K), 0.0334803 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:06.562+0200: 47.587: [GC (Allocation Failure) 2020-09-29T18:32:06.562+0200: 47.587: [ParNew: 599360K->48676K(613440K), 0.0317560 secs] 617194K->66510K(2029056K), 0.0318682 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:06.647+0200: 47.672: [GC (Allocation Failure) 2020-09-29T18:32:06.647+0200: 47.672: [ParNew: 594020K->39375K(613440K), 0.0222023 secs] 611854K->57210K(2029056K), 0.0222792 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:06.728+0200: 47.753: [GC (Allocation Failure) 2020-09-29T18:32:06.728+0200: 47.753: [ParNew: 584719K->37974K(613440K), 0.0305148 secs] 602554K->55808K(2029056K), 0.0305892 secs] [Times: user=0.23 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:06.817+0200: 47.842: [GC (Allocation Failure) 2020-09-29T18:32:06.817+0200: 47.842: [ParNew: 583318K->34782K(613440K), 0.0160083 secs] 601152K->52616K(2029056K), 0.0160831 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:06.908+0200: 47.933: [GC (Allocation Failure) 2020-09-29T18:32:06.908+0200: 47.933: [ParNew: 580126K->16680K(613440K), 0.0138328 secs] 597960K->34514K(2029056K), 0.0139173 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:06.980+0200: 48.005: [GC (Allocation Failure) 2020-09-29T18:32:06.980+0200: 48.005: [ParNew: 562024K->57315K(613440K), 0.0394084 secs] 579858K->75149K(2029056K), 0.0394823 secs] [Times: user=0.25 sys=0.00, real=0.04 secs] 
2020-09-29T18:32:07.068+0200: 48.094: [GC (Allocation Failure) 2020-09-29T18:32:07.069+0200: 48.094: [ParNew: 602659K->40890K(613440K), 0.0202337 secs] 620493K->58725K(2029056K), 0.0203101 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:07.146+0200: 48.171: [GC (Allocation Failure) 2020-09-29T18:32:07.146+0200: 48.171: [ParNew: 586234K->40588K(613440K), 0.0278617 secs] 604069K->58422K(2029056K), 0.0279389 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:07.230+0200: 48.255: [GC (Allocation Failure) 2020-09-29T18:32:07.230+0200: 48.255: [ParNew: 585932K->56588K(613440K), 0.0352258 secs] 603766K->74422K(2029056K), 0.0353035 secs] [Times: user=0.25 sys=0.00, real=0.04 secs] 
2020-09-29T18:32:07.319+0200: 48.344: [GC (Allocation Failure) 2020-09-29T18:32:07.319+0200: 48.344: [ParNew: 601932K->46765K(613440K), 0.0261669 secs] 619766K->64599K(2029056K), 0.0262472 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:07.402+0200: 48.428: [GC (Allocation Failure) 2020-09-29T18:32:07.403+0200: 48.428: [ParNew: 592109K->34129K(613440K), 0.0258748 secs] 609943K->51964K(2029056K), 0.0259722 secs] [Times: user=0.22 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:07.481+0200: 48.506: [GC (Allocation Failure) 2020-09-29T18:32:07.481+0200: 48.506: [ParNew: 579473K->57600K(613440K), 0.0309692 secs] 597308K->75434K(2029056K), 0.0310531 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:07.563+0200: 48.588: [GC (Allocation Failure) 2020-09-29T18:32:07.563+0200: 48.588: [ParNew: 602944K->29855K(613440K), 0.0122903 secs] 620778K->47689K(2029056K), 0.0123711 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:07.636+0200: 48.661: [GC (Allocation Failure) 2020-09-29T18:32:07.636+0200: 48.661: [ParNew: 575199K->39126K(613440K), 0.0277375 secs] 593033K->56961K(2029056K), 0.0278229 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:07.719+0200: 48.745: [GC (Allocation Failure) 2020-09-29T18:32:07.719+0200: 48.745: [ParNew: 584470K->50706K(613440K), 0.0259840 secs] 602305K->68540K(2029056K), 0.0260796 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:07.805+0200: 48.830: [GC (Allocation Failure) 2020-09-29T18:32:07.805+0200: 48.830: [ParNew: 596050K->37836K(613440K), 0.0260953 secs] 613884K->55670K(2029056K), 0.0261841 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:07.878+0200: 48.903: [GC (Allocation Failure) 2020-09-29T18:32:07.878+0200: 48.903: [ParNew: 583180K->41093K(613440K), 0.0245695 secs] 601014K->58927K(2029056K), 0.0246434 secs] [Times: user=0.22 sys=0.03, real=0.03 secs] 
2020-09-29T18:32:07.961+0200: 48.986: [GC (Allocation Failure) 2020-09-29T18:32:07.961+0200: 48.986: [ParNew: 586437K->34461K(613440K), 0.0233448 secs] 604271K->52295K(2029056K), 0.0234444 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:08.040+0200: 49.065: [GC (Allocation Failure) 2020-09-29T18:32:08.040+0200: 49.065: [ParNew: 579805K->52994K(613440K), 0.0295382 secs] 597639K->70828K(2029056K), 0.0296136 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:08.126+0200: 49.151: [GC (Allocation Failure) 2020-09-29T18:32:08.126+0200: 49.151: [ParNew: 598338K->44588K(613440K), 0.0290788 secs] 616172K->62422K(2029056K), 0.0291722 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:08.208+0200: 49.234: [GC (Allocation Failure) 2020-09-29T18:32:08.208+0200: 49.234: [ParNew: 589932K->45462K(613440K), 0.0281706 secs] 607766K->63296K(2029056K), 0.0282446 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:08.292+0200: 49.317: [GC (Allocation Failure) 2020-09-29T18:32:08.292+0200: 49.317: [ParNew: 590806K->40401K(613440K), 0.0282650 secs] 608640K->58235K(2029056K), 0.0283681 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:08.383+0200: 49.408: [GC (Allocation Failure) 2020-09-29T18:32:08.383+0200: 49.408: [ParNew: 585745K->39904K(613440K), 0.0258807 secs] 603579K->57738K(2029056K), 0.0259681 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:08.460+0200: 49.485: [GC (Allocation Failure) 2020-09-29T18:32:08.460+0200: 49.485: [ParNew: 585248K->60900K(613440K), 0.0334448 secs] 603082K->78734K(2029056K), 0.0335244 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:08.544+0200: 49.569: [GC (Allocation Failure) 2020-09-29T18:32:08.544+0200: 49.569: [ParNew: 606244K->68096K(613440K), 0.0410878 secs] 624078K->87376K(2029056K), 0.0411648 secs] [Times: user=0.38 sys=0.00, real=0.04 secs] 
2020-09-29T18:32:08.638+0200: 49.663: [GC (Allocation Failure) 2020-09-29T18:32:08.638+0200: 49.663: [ParNew: 613440K->48900K(613440K), 0.0230999 secs] 632720K->68180K(2029056K), 0.0231920 secs] [Times: user=0.23 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:08.718+0200: 49.743: [GC (Allocation Failure) 2020-09-29T18:32:08.718+0200: 49.743: [ParNew: 594244K->46147K(613440K), 0.0303861 secs] 613524K->65427K(2029056K), 0.0304670 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:08.807+0200: 49.831: [GC (Allocation Failure) 2020-09-29T18:32:08.807+0200: 49.831: [ParNew: 591491K->34632K(613440K), 0.0181026 secs] 610771K->53913K(2029056K), 0.0181786 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:08.883+0200: 49.908: [GC (Allocation Failure) 2020-09-29T18:32:08.883+0200: 49.908: [ParNew: 579976K->27910K(613440K), 0.0175939 secs] 599257K->47191K(2029056K), 0.0176720 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:08.951+0200: 49.975: [GC (Allocation Failure) 2020-09-29T18:32:08.951+0200: 49.975: [ParNew: 573254K->32343K(613440K), 0.0247726 secs] 592535K->51623K(2029056K), 0.0248601 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:09.026+0200: 50.051: [GC (Allocation Failure) 2020-09-29T18:32:09.026+0200: 50.051: [ParNew: 577687K->42605K(613440K), 0.0321187 secs] 596967K->61885K(2029056K), 0.0321939 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:09.113+0200: 50.138: [GC (Allocation Failure) 2020-09-29T18:32:09.113+0200: 50.138: [ParNew: 587949K->42396K(613440K), 0.0312191 secs] 607229K->61676K(2029056K), 0.0312964 secs] [Times: user=0.25 sys=0.02, real=0.03 secs] 
2020-09-29T18:32:09.194+0200: 50.219: [GC (Allocation Failure) 2020-09-29T18:32:09.194+0200: 50.219: [ParNew: 587740K->68096K(613440K), 0.0378488 secs] 607020K->87376K(2029056K), 0.0379250 secs] [Times: user=0.25 sys=0.00, real=0.04 secs] 
2020-09-29T18:32:09.280+0200: 50.305: [GC (Allocation Failure) 2020-09-29T18:32:09.280+0200: 50.305: [ParNew: 613440K->49755K(613440K), 0.0268319 secs] 632720K->69035K(2029056K), 0.0269158 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:09.368+0200: 50.392: [GC (Allocation Failure) 2020-09-29T18:32:09.368+0200: 50.392: [ParNew: 595099K->68096K(613440K), 0.0360218 secs] 614379K->87376K(2029056K), 0.0361192 secs] [Times: user=0.25 sys=0.00, real=0.04 secs] 
2020-09-29T18:32:09.457+0200: 50.482: [GC (Allocation Failure) 2020-09-29T18:32:09.457+0200: 50.482: [ParNew: 613440K->48702K(613440K), 0.0342136 secs] 632720K->67982K(2029056K), 0.0343038 secs] [Times: user=0.38 sys=0.00, real=0.04 secs] 
2020-09-29T18:32:09.547+0200: 50.571: [GC (Allocation Failure) 2020-09-29T18:32:09.547+0200: 50.572: [ParNew: 594046K->40347K(613440K), 0.0246381 secs] 613326K->59627K(2029056K), 0.0247383 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:09.626+0200: 50.650: [GC (Allocation Failure) 2020-09-29T18:32:09.626+0200: 50.650: [ParNew: 585691K->63009K(613440K), 0.0394670 secs] 604971K->82289K(2029056K), 0.0395509 secs] [Times: user=0.36 sys=0.00, real=0.04 secs] 
2020-09-29T18:32:09.716+0200: 50.741: [GC (Allocation Failure) 2020-09-29T18:32:09.716+0200: 50.741: [ParNew: 608353K->55588K(613440K), 0.0284014 secs] 627633K->74868K(2029056K), 0.0284822 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:09.798+0200: 50.823: [GC (Allocation Failure) 2020-09-29T18:32:09.798+0200: 50.823: [ParNew: 600932K->42862K(613440K), 0.0264992 secs] 620212K->62142K(2029056K), 0.0265741 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:09.881+0200: 50.905: [GC (Allocation Failure) 2020-09-29T18:32:09.881+0200: 50.905: [ParNew: 588206K->67377K(613440K), 0.0366165 secs] 607486K->86658K(2029056K), 0.0366904 secs] [Times: user=0.25 sys=0.00, real=0.04 secs] 
2020-09-29T18:32:09.969+0200: 50.994: [GC (Allocation Failure) 2020-09-29T18:32:09.969+0200: 50.994: [ParNew: 612721K->50487K(613440K), 0.0218047 secs] 632002K->69767K(2029056K), 0.0218567 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:10.041+0200: 51.065: [GC (Allocation Failure) 2020-09-29T18:32:10.041+0200: 51.065: [ParNew: 595831K->43823K(613440K), 0.0147099 secs] 615111K->63103K(2029056K), 0.0147655 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:10.104+0200: 51.129: [GC (Allocation Failure) 2020-09-29T18:32:10.104+0200: 51.129: [ParNew: 589167K->42060K(613440K), 0.0192336 secs] 608447K->61340K(2029056K), 0.0192913 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:10.173+0200: 51.197: [GC (Allocation Failure) 2020-09-29T18:32:10.173+0200: 51.197: [ParNew: 587404K->34213K(613440K), 0.0133258 secs] 606684K->53493K(2029056K), 0.0133815 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:10.235+0200: 51.259: [GC (Allocation Failure) 2020-09-29T18:32:10.235+0200: 51.259: [ParNew: 579557K->49645K(613440K), 0.0224413 secs] 598837K->68925K(2029056K), 0.0225160 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:10.305+0200: 51.329: [GC (Allocation Failure) 2020-09-29T18:32:10.305+0200: 51.329: [ParNew: 594989K->68096K(613440K), 0.0220534 secs] 614269K->87549K(2029056K), 0.0221160 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:10.376+0200: 51.401: [GC (Allocation Failure) 2020-09-29T18:32:10.376+0200: 51.401: [ParNew: 613440K->40777K(613440K), 0.0210480 secs] 632893K->60230K(2029056K), 0.0211121 secs] [Times: user=0.22 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:10.452+0200: 51.476: [GC (Allocation Failure) 2020-09-29T18:32:10.452+0200: 51.476: [ParNew: 586121K->35486K(613440K), 0.0149603 secs] 605574K->54940K(2029056K), 0.0150207 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:10.517+0200: 51.541: [GC (Allocation Failure) 2020-09-29T18:32:10.517+0200: 51.541: [ParNew: 580830K->48832K(613440K), 0.0209541 secs] 600284K->68285K(2029056K), 0.0210191 secs] [Times: user=0.23 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:10.586+0200: 51.611: [GC (Allocation Failure) 2020-09-29T18:32:10.586+0200: 51.611: [ParNew: 594176K->62460K(613440K), 0.0221459 secs] 613629K->81914K(2029056K), 0.0222036 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:10.657+0200: 51.681: [GC (Allocation Failure) 2020-09-29T18:32:10.657+0200: 51.681: [ParNew: 607804K->49755K(613440K), 0.0140939 secs] 627258K->69208K(2029056K), 0.0141530 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:10.724+0200: 51.749: [GC (Allocation Failure) 2020-09-29T18:32:10.724+0200: 51.749: [ParNew: 595099K->43224K(613440K), 0.0145522 secs] 614552K->62677K(2029056K), 0.0146082 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:10.787+0200: 51.811: [GC (Allocation Failure) 2020-09-29T18:32:10.787+0200: 51.811: [ParNew: 588568K->45874K(613440K), 0.0197858 secs] 608021K->65328K(2029056K), 0.0198789 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:10.858+0200: 51.882: [GC (Allocation Failure) 2020-09-29T18:32:10.858+0200: 51.882: [ParNew: 591218K->57589K(613440K), 0.0192462 secs] 610672K->77043K(2029056K), 0.0193314 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:10.927+0200: 51.951: [GC (Allocation Failure) 2020-09-29T18:32:10.927+0200: 51.951: [ParNew: 602933K->38847K(613440K), 0.0183249 secs] 622387K->58300K(2029056K), 0.0184316 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:10.993+0200: 52.018: [GC (Allocation Failure) 2020-09-29T18:32:10.993+0200: 52.018: [ParNew: 584191K->37622K(613440K), 0.0173357 secs] 603644K->57076K(2029056K), 0.0174376 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:11.058+0200: 52.082: [GC (Allocation Failure) 2020-09-29T18:32:11.058+0200: 52.082: [ParNew: 582966K->29049K(613440K), 0.0103655 secs] 602420K->48503K(2029056K), 0.0104693 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:11.122+0200: 52.147: [GC (Allocation Failure) 2020-09-29T18:32:11.122+0200: 52.147: [ParNew: 574393K->26595K(613440K), 0.0154396 secs] 593847K->46049K(2029056K), 0.0155129 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:11.185+0200: 52.209: [GC (Allocation Failure) 2020-09-29T18:32:11.185+0200: 52.209: [ParNew: 571939K->46811K(613440K), 0.0176949 secs] 591393K->66265K(2029056K), 0.0177497 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:11.251+0200: 52.276: [GC (Allocation Failure) 2020-09-29T18:32:11.251+0200: 52.276: [ParNew: 592155K->39869K(613440K), 0.0176003 secs] 611609K->59323K(2029056K), 0.0176584 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:11.317+0200: 52.341: [GC (Allocation Failure) 2020-09-29T18:32:11.317+0200: 52.341: [ParNew: 585213K->38020K(613440K), 0.0171002 secs] 604667K->57474K(2029056K), 0.0171555 secs] [Times: user=0.24 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:11.386+0200: 52.410: [GC (Allocation Failure) 2020-09-29T18:32:11.386+0200: 52.410: [ParNew: 583364K->34447K(613440K), 0.0160222 secs] 602818K->53901K(2029056K), 0.0160844 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:11.453+0200: 52.477: [GC (Allocation Failure) 2020-09-29T18:32:11.453+0200: 52.477: [ParNew: 579791K->32726K(613440K), 0.0156850 secs] 599245K->52179K(2029056K), 0.0157408 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:11.518+0200: 52.542: [GC (Allocation Failure) 2020-09-29T18:32:11.518+0200: 52.542: [ParNew: 578070K->36565K(613440K), 0.0144979 secs] 597523K->56019K(2029056K), 0.0145816 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:11.587+0200: 52.611: [GC (Allocation Failure) 2020-09-29T18:32:11.587+0200: 52.611: [ParNew: 581909K->49216K(613440K), 0.0199138 secs] 601363K->68670K(2029056K), 0.0199694 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:11.657+0200: 52.682: [GC (Allocation Failure) 2020-09-29T18:32:11.657+0200: 52.682: [ParNew: 594560K->65975K(613440K), 0.0235279 secs] 614014K->85428K(2029056K), 0.0236024 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:11.729+0200: 52.753: [GC (Allocation Failure) 2020-09-29T18:32:11.729+0200: 52.753: [ParNew: 611319K->54201K(613440K), 0.0178466 secs] 630772K->73655K(2029056K), 0.0179092 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:11.795+0200: 52.819: [GC (Allocation Failure) 2020-09-29T18:32:11.795+0200: 52.819: [ParNew: 599545K->47319K(613440K), 0.0175209 secs] 618999K->66773K(2029056K), 0.0175867 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:11.860+0200: 52.884: [GC (Allocation Failure) 2020-09-29T18:32:11.860+0200: 52.884: [ParNew: 592663K->61448K(613440K), 0.0218325 secs] 612117K->80902K(2029056K), 0.0218945 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:11.931+0200: 52.956: [GC (Allocation Failure) 2020-09-29T18:32:11.931+0200: 52.956: [ParNew: 606792K->48765K(613440K), 0.0196934 secs] 626246K->68219K(2029056K), 0.0197520 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:12.000+0200: 53.024: [GC (Allocation Failure) 2020-09-29T18:32:12.000+0200: 53.024: [ParNew: 594109K->38889K(613440K), 0.0140777 secs] 613563K->58342K(2029056K), 0.0141336 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:12.061+0200: 53.085: [GC (Allocation Failure) 2020-09-29T18:32:12.061+0200: 53.085: [ParNew: 584233K->35498K(613440K), 0.0130219 secs] 603686K->54952K(2029056K), 0.0130869 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:12.121+0200: 53.145: [GC (Allocation Failure) 2020-09-29T18:32:12.121+0200: 53.145: [ParNew: 580842K->34599K(613440K), 0.0172040 secs] 600296K->54053K(2029056K), 0.0172600 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:12.185+0200: 53.209: [GC (Allocation Failure) 2020-09-29T18:32:12.185+0200: 53.209: [ParNew: 579943K->28828K(613440K), 0.0108463 secs] 599397K->48282K(2029056K), 0.0109015 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:12.246+0200: 53.271: [GC (Allocation Failure) 2020-09-29T18:32:12.246+0200: 53.271: [ParNew: 574172K->28074K(613440K), 0.0148709 secs] 593626K->47528K(2029056K), 0.0149262 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:12.310+0200: 53.334: [GC (Allocation Failure) 2020-09-29T18:32:12.310+0200: 53.334: [ParNew: 573418K->34732K(613440K), 0.0134248 secs] 592872K->54186K(2029056K), 0.0134818 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:12.377+0200: 53.401: [GC (Allocation Failure) 2020-09-29T18:32:12.377+0200: 53.401: [ParNew: 580076K->24580K(613440K), 0.0127093 secs] 599530K->44034K(2029056K), 0.0127667 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:12.444+0200: 53.468: [GC (Allocation Failure) 2020-09-29T18:32:12.444+0200: 53.468: [ParNew: 569924K->50667K(613440K), 0.0221513 secs] 589378K->70121K(2029056K), 0.0222237 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
